PBS ID,Alps ID,User,Budget,PBS Submitted,Alps Start,Alps End,Job Size / Nodes,Peak RSS Memory sum over nodes,Peak VM Memory sum over nodes,Integral RSS (MB-usec),Energy Used sum over nodes,Read system calls,Write system calls,Chars read,Chars written,Pages swapped,Major page faults,Minor page faults,User time,System time,Integrated memory use (MB-usec)
4694371.sdb,27968208,reinhard (SchiemannDr Reinhard),n02-FEBBRAIO,2017-07-28 04:53:36,2017-07-28 04:56:13,2017-07-28 18:13:20,194,16597300,36286124,54754292398749839,2474925056,2648695451,68846213,3085867259456,1608698479007,0,667088,12162130988,200219082480000,11955241948000,
4695882.sdb,27978586,reinhard (SchiemannDr Reinhard),n02-FEBBRAIO,2017-07-28 18:15:23,2017-07-29 00:22:34,2017-07-29 13:38:37,194,16556880,36175916,54975489361037467,2452912303,2557789836,67135321,2992458880280,1611524015914,0,663569,13292645659,199606026936000,12251911788000,
4704338.sdb,28001460,reinhard (SchiemannDr Reinhard),n02-FEBBRAIO,2017-07-30 03:04:15,2017-07-30 17:02:34,2017-07-30 17:02:34,194,16583804,36225292,35701450382064516,2599199125,2625706956,68590888,3062539307268,1608361949802,0,661540,11952779517,209883061880000,12863803916000,
4708509.sdb,28026156,reinhard (SchiemannDr Reinhard),n02-FEBBRAIO,2017-07-31 06:42:44,2017-07-31 06:43:57,2017-07-31 20:19:19,194,16615124,31713132,48490353754164752,2529567239,2657914895,69481077,3095928369075,1609414231423,0,670064,11607190563,204830612164000,12174168164000,
4711292.sdb,28042006,reinhard (SchiemannDr Reinhard),n02-FEBBRAIO,2017-08-01 10:06:34,2017-08-01 10:08:21,2017-08-01 23:36:49,194,16535180,31547212,54542531094624054,2527095579,2542730436,67484293,2977200041594,1611744623240,0,651779,14031872858,202923792916000,12119624636000,
4713448.sdb,28049265,reinhard (SchiemannDr Reinhard),n02-FEBBRAIO,2017-08-01 23:38:40,2017-08-02 03:32:43,2017-08-02 17:52:43,194,16596440,33241276,33149021037138339,2673907848,2663439539,69176730,3101651097538,1609424933690,0,671274,11610805815,215385743800000,13314850816000,
4715272.sdb,28074952,reinhard (SchiemannDr Reinhard),n02-FEBBRAIO,2017-08-02 17:56:00,2017-08-03 03:43:02,2017-08-03 17:49:43,194,16543484,31640236,31645203883780707,2609846196,2681809251,69902817,3119697872015,1608361287957,0,707518,12103531846,211714545552000,13262815168000,
4744669.sdb,28276172,reinhard (SchiemannDr Reinhard),n02-FEBBRAIO,2017-08-16 01:57:23,2017-08-16 08:54:25,2017-08-16 22:37:42,194,16538988,31666604,39925634265502461,2543532235,2637053132,68630552,3074635167612,1609331080683,0,670653,11744009510,206389292236000,12670362972000,
4749223.sdb,28297184,reinhard (SchiemannDr Reinhard),n02-FEBBRAIO,2017-08-18 07:26:14,2017-08-18 07:27:42,2017-08-18 20:52:06,194,16540864,31594380,55103123533109404,2513959282,2546507185,66775685,2981067748649,1611608594176,0,691892,13591206909,201423449784000,12662605516000,
4755095.sdb,28351391,reinhard (SchiemannDr Reinhard),n02-FEBBRAIO,2017-08-22 01:52:52,2017-08-22 02:09:18,2017-08-22 15:32:42,194,16602856,31575020,54885406974897460,2493464911,2591989316,67742452,3028541298642,1608218976366,0,686847,11857483655,201302532464000,12515459084000,
